{'M_BLOCKING=16_avg': 11.3155, 'M_BLOCKING=16_best': 11.3155, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.7034, 'M_BLOCKING=1_best': 10.7034, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.6294, 'M_BLOCKING=2_best': 10.6294, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.526399999999999, 'M_BLOCKING=31_best': 11.526399999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.862300000000001, 'M_BLOCKING=4_best': 10.862300000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 11.2241, 'M_BLOCKING=8_best': 11.2241, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1816, 'xsmm_reference_best': 1.1816, 'xsmm_reference_cpu_freq': 3.000015, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 7.6947, 'M_BLOCKING=16_best': 7.6947, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.7848, 'M_BLOCKING=1_best': 6.7848, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.7825999999999995, 'M_BLOCKING=2_best': 6.7825999999999995, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 7.702299999999999, 'M_BLOCKING=31_best': 7.702299999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.4458, 'M_BLOCKING=4_best': 7.4458, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.071599999999999, 'M_BLOCKING=8_best': 7.071599999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 36, 'a_rows': 18, 'a_size': 216, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7661, 'xsmm_reference_best': 0.7661, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 9.9107, 'M_BLOCKING=16_best': 9.9107, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.034699999999999, 'M_BLOCKING=1_best': 9.034699999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.010200000000001, 'M_BLOCKING=2_best': 9.010200000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.668899999999999, 'M_BLOCKING=31_best': 9.668899999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.0944, 'M_BLOCKING=4_best': 9.0944, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 9.457699999999999, 'M_BLOCKING=8_best': 9.457699999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 18, 'a_nonzero': 48, 'a_rows': 9, 'a_size': 162, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.2962962962962963, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.46230000000000004, 'xsmm_reference_best': 0.46230000000000004, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 10.2053, 'M_BLOCKING=16_best': 10.2053, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.1024, 'M_BLOCKING=1_best': 9.1024, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.648199999999997, 'M_BLOCKING=2_best': 9.648199999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.234399999999999, 'M_BLOCKING=31_best': 10.234399999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.9094, 'M_BLOCKING=4_best': 9.9094, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 10.0318, 'M_BLOCKING=8_best': 10.0318, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 9, 'a_nonzero': 48, 'a_rows': 18, 'a_size': 162, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.2962962962962963, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7549, 'xsmm_reference_best': 0.7549, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 6.7595, 'M_BLOCKING=16_best': 6.7595, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.7126, 'M_BLOCKING=1_best': 6.7126, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.833, 'M_BLOCKING=2_best': 6.833, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.730500000000001, 'M_BLOCKING=31_best': 6.730500000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 6.897799999999999, 'M_BLOCKING=4_best': 6.897799999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.261800000000005, 'M_BLOCKING=8_best': 7.261800000000005, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 9, 'a_nonzero': 36, 'a_rows': 12, 'a_size': 108, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.3333333333333333, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.5361, 'xsmm_reference_best': 0.5361, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 6.7105999999999995, 'M_BLOCKING=16_best': 6.7105999999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.693300000000001, 'M_BLOCKING=1_best': 6.693300000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.7109, 'M_BLOCKING=2_best': 6.7109, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 6.712300000000001, 'M_BLOCKING=31_best': 6.712300000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 6.9315, 'M_BLOCKING=4_best': 6.9315, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 6.7025999999999994, 'M_BLOCKING=8_best': 6.7025999999999994, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 36, 'a_rows': 9, 'a_size': 108, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.3333333333333333, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.4175, 'xsmm_reference_best': 0.4175, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 7.6843, 'M_BLOCKING=16_best': 7.6843, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.6667000000000005, 'M_BLOCKING=1_best': 6.6667000000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.816, 'M_BLOCKING=2_best': 6.816, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 8.1447, 'M_BLOCKING=31_best': 8.1447, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 7.3309, 'M_BLOCKING=4_best': 7.3309, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 7.1337, 'M_BLOCKING=8_best': 7.1337, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 12, 'a_nonzero': 36, 'a_rows': 18, 'a_size': 216, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.16666666666666666, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7404, 'xsmm_reference_best': 0.7404, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 9.604099999999999, 'M_BLOCKING=16_best': 9.604099999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 8.946299999999999, 'M_BLOCKING=1_best': 8.946299999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 8.9515, 'M_BLOCKING=2_best': 8.9515, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 9.4544, 'M_BLOCKING=31_best': 9.4544, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.146799999999995, 'M_BLOCKING=4_best': 9.146799999999995, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 9.2135, 'M_BLOCKING=8_best': 9.2135, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 18, 'a_nonzero': 48, 'a_rows': 9, 'a_size': 162, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.2962962962962963, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.4739, 'xsmm_reference_best': 0.4739, 'xsmm_reference_cpu_freq': 2.999863, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 10.313199999999995, 'M_BLOCKING=16_best': 10.313199999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.1218, 'M_BLOCKING=1_best': 9.1218, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.567400000000001, 'M_BLOCKING=2_best': 9.567400000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 10.2962, 'M_BLOCKING=31_best': 10.2962, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 9.8992, 'M_BLOCKING=4_best': 9.8992, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 9.9411, 'M_BLOCKING=8_best': 9.9411, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 9, 'a_nonzero': 48, 'a_rows': 18, 'a_size': 162, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.2962962962962963, 'mat_file': 'data/example_mats/quad/p2/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7666000000000001, 'xsmm_reference_best': 0.7666000000000001, 'xsmm_reference_cpu_freq': 2.999867, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.4570999999999996, 'M_BLOCKING=16_best': 3.4570999999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.0088999999999997, 'M_BLOCKING=1_best': 3.0088999999999997, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.0172999999999996, 'M_BLOCKING=2_best': 3.0172999999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.0809, 'M_BLOCKING=31_best': 3.0809, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.0065999999999997, 'M_BLOCKING=4_best': 3.0065999999999997, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.0164999999999997, 'M_BLOCKING=8_best': 3.0164999999999997, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 16, 'a_rows': 16, 'a_size': 256, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.6618999999999999, 'xsmm_reference_best': 0.6618999999999999, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.7827, 'M_BLOCKING=16_best': 13.7827, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 12.9923, 'M_BLOCKING=1_best': 12.9923, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.1467, 'M_BLOCKING=2_best': 13.1467, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.5902, 'M_BLOCKING=31_best': 13.5902, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 13.3572, 'M_BLOCKING=4_best': 13.3572, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.392599999999998, 'M_BLOCKING=8_best': 13.392599999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 64, 'a_rows': 16, 'a_size': 256, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7309, 'xsmm_reference_best': 0.7309, 'xsmm_reference_cpu_freq': 2.999981, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.6491, 'M_BLOCKING=16_best': 13.6491, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.478200000000005, 'M_BLOCKING=1_best': 13.478200000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.514599999999998, 'M_BLOCKING=2_best': 13.514599999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.783199999999999, 'M_BLOCKING=31_best': 13.783199999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 13.5829, 'M_BLOCKING=4_best': 13.5829, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.578800000000001, 'M_BLOCKING=8_best': 13.578800000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 64, 'a_rows': 32, 'a_size': 512, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.2982, 'xsmm_reference_best': 1.2982, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 23.6783, 'M_BLOCKING=16_best': 23.6783, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 23.5028, 'M_BLOCKING=1_best': 23.5028, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 23.3594, 'M_BLOCKING=2_best': 23.3594, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 23.6716, 'M_BLOCKING=31_best': 23.6716, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 23.520599999999998, 'M_BLOCKING=4_best': 23.520599999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 23.544999999999998, 'M_BLOCKING=8_best': 23.544999999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 112, 'a_rows': 16, 'a_size': 512, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.21875, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.8619999999999999, 'xsmm_reference_best': 0.8619999999999999, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 23.7457, 'M_BLOCKING=16_best': 23.7457, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 23.485, 'M_BLOCKING=1_best': 23.485, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 23.5191, 'M_BLOCKING=2_best': 23.5191, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 24.030999999999995, 'M_BLOCKING=31_best': 24.030999999999995, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 23.644, 'M_BLOCKING=4_best': 23.644, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 23.633699999999997, 'M_BLOCKING=8_best': 23.633699999999997, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 112, 'a_rows': 32, 'a_size': 512, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.21875, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.3314, 'xsmm_reference_best': 1.3314, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 13.551599999999997, 'M_BLOCKING=16_best': 13.551599999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.1701, 'M_BLOCKING=1_best': 13.1701, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.222800000000001, 'M_BLOCKING=2_best': 13.222800000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.5665, 'M_BLOCKING=31_best': 13.5665, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 13.415299999999998, 'M_BLOCKING=4_best': 13.415299999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.138200000000001, 'M_BLOCKING=8_best': 13.138200000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 64, 'a_rows': 16, 'a_size': 256, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7455, 'xsmm_reference_best': 0.7455, 'xsmm_reference_cpu_freq': 2.999842, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 13.5685, 'M_BLOCKING=16_best': 13.5685, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.0624, 'M_BLOCKING=1_best': 13.0624, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.418899999999999, 'M_BLOCKING=2_best': 13.418899999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.559000000000001, 'M_BLOCKING=31_best': 13.559000000000001, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 13.545300000000001, 'M_BLOCKING=4_best': 13.545300000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.396600000000001, 'M_BLOCKING=8_best': 13.396600000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 64, 'a_rows': 16, 'a_size': 256, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.7226, 'xsmm_reference_best': 0.7226, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 14.117799999999999, 'M_BLOCKING=16_best': 14.117799999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.483500000000001, 'M_BLOCKING=1_best': 13.483500000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.520500000000002, 'M_BLOCKING=2_best': 13.520500000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 13.8169, 'M_BLOCKING=31_best': 13.8169, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 13.577699999999998, 'M_BLOCKING=4_best': 13.577699999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 13.583100000000002, 'M_BLOCKING=8_best': 13.583100000000002, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 64, 'a_rows': 32, 'a_size': 512, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.125, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.2967, 'xsmm_reference_best': 1.2967, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 27.0659, 'M_BLOCKING=16_best': 27.0659, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 24.9484, 'M_BLOCKING=1_best': 24.9484, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 26.421000000000003, 'M_BLOCKING=2_best': 26.421000000000003, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 27.087400000000002, 'M_BLOCKING=31_best': 27.087400000000002, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 26.9055, 'M_BLOCKING=4_best': 26.9055, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 26.948500000000003, 'M_BLOCKING=8_best': 26.948500000000003, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 128, 'a_rows': 16, 'a_size': 512, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.8789, 'xsmm_reference_best': 0.8789, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 27.1233, 'M_BLOCKING=16_best': 27.1233, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 26.7885, 'M_BLOCKING=1_best': 26.7885, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 26.8591, 'M_BLOCKING=2_best': 26.8591, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 27.252099999999995, 'M_BLOCKING=31_best': 27.252099999999995, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 27.125099999999996, 'M_BLOCKING=4_best': 27.125099999999996, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 27.0451, 'M_BLOCKING=8_best': 27.0451, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 16, 'a_nonzero': 128, 'a_rows': 32, 'a_size': 512, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/quad/p3/gauss-legendre/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.4057, 'xsmm_reference_best': 1.4057, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 4.3208, 'M_BLOCKING=16_best': 4.3208, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.7577, 'M_BLOCKING=1_best': 3.7577, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.7779000000000003, 'M_BLOCKING=2_best': 3.7779000000000003, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4.2999, 'M_BLOCKING=31_best': 4.2999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.7634999999999996, 'M_BLOCKING=4_best': 3.7634999999999996, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.7811999999999997, 'M_BLOCKING=8_best': 3.7811999999999997, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 25, 'a_nonzero': 20, 'a_rows': 20, 'a_size': 500, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.8333, 'xsmm_reference_best': 0.8333, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 21.1664, 'M_BLOCKING=16_best': 21.1664, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 20.959799999999994, 'M_BLOCKING=1_best': 20.959799999999994, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 20.9919, 'M_BLOCKING=2_best': 20.9919, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 21.408, 'M_BLOCKING=31_best': 21.408, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 21.1022, 'M_BLOCKING=4_best': 21.1022, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 21.124299999999998, 'M_BLOCKING=8_best': 21.124299999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 20, 'a_nonzero': 100, 'a_rows': 25, 'a_size': 500, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.2, 'mat_file': 'data/example_mats/quad/p4/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1292, 'xsmm_reference_best': 1.1292, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'wide-sparse'}
